"Fecha","Consentimiento"," 1. En relación con el servicio Nequi, selecciona la opción que te describa mejor:","2. En relación con el servicio Daviplata, selecciona la opción que te describa mejor:"," 3. En relación con el servicio Addi, selecciona la opción que te describa mejor:","4. En relación con el servicio Sistecrédito, selecciona la opción que te describa mejor:","5. En general, ¿qué tan seguro(a) te sientes al usar servicios Fintech para manejar tu dinero o tus datos personales?"," 6. ¿Qué tan seguro(a) te sientes al usar billeteras digitales como Nequi o Daviplata?","7. ¿Qué tan seguro(a) te sientes al usar créditos digitales como Addi o Sistecrédito?","8.  ¿Cuáles de los siguientes factores influyen más en tu confianza o desconfianza hacia las plataformas Fintech?","9. ¿Has tenido alguna experiencia negativa al usar billeteras o créditos digitales (errores, fraudes, demoras, mala atención)?","10. En tu opinión, ¿las plataformas Fintech ofrecen una protección de datos personales igual, mejor o peor que la banca tradicional?","11. En general, ¿qué tan probable es que en los próximos 12 meses continúes usando o recomiendes a otras personas las billeteras o créditos digitales?","12. ¿Cómo calificas tu nivel de conocimiento o educación financiera para manejar servicios Fintech?","13. Selecciona tu rango de edad:","14. ¿Qué tanto conocimiento consideras que tienes sobre las plataformas Fintech (Nequi, Daviplata, Addi, Sistecrédito)?","15. Selecciona tu género","16. Ciudad o municipio donde resides actualmente:"
"11/11/2025 9:49:14","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Muy seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","Sí.","Mejor que la banca tradicional.","Muy probable.","Alto.","18–24 años.","Muy alto","Femenino","Bello"
"11/11/2025 9:53:18","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Seguro(a).","Poco seguro(a)","Experiencias previas de fraude o estafa., Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Poco probable.","Bajo","35–44 años.","Bajo.","Masculino","Medellín "
"11/11/2025 10:00:53","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","No lo conozco.","No lo conozco.","Seguro(a).","Seguro(a).","Poco seguro(a)","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Probable.","Bajo","35–44 años.","Bajo.","Femenino","Turbo"
"11/11/2025 10:00:53","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","No lo conozco.","No lo conozco.","Seguro(a).","Seguro(a).","Poco seguro(a)","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Probable.","Bajo","35–44 años.","Bajo.","Femenino","Turbo"
"11/11/2025 11:35:22","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Seguro(a).","Seguro(a).","Poco seguro(a)","Reputación o respaldo de la empresa.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","25–34 años.","Bajo.","Masculino","Medellín "
"11/11/2025 13:02:28","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Recomendaciones de familiares o amigos.","No.","Igual que la banca tradicional.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Medellín "
"11/11/2025 13:07:22","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Educación financiera o conocimiento del servicio.","Sí.","Igual que la banca tradicional.","Muy probable.","Muy alto.","35–44 años.","Muy alto","Masculino","La Ceja - Ant."
"11/11/2025 13:45:19","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Experiencias previas de fraude o estafa.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Muy bajo.","45–54 años.","Muy bajo.","Masculino","Medellín "
"11/11/2025 13:56:15","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Medellín"
"11/11/2025 13:57:31","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Medellin"
"11/11/2025 13:59:09","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Poco seguro(a)","Seguro(a).","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","25–34 años.","Bajo.","Femenino","Medellin"
"11/11/2025 14:02:16","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo uso actualmente.","Lo uso actualmente.","Lo usé antes, pero ya no.","Muy seguro(a).","Muy seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Muy probable.","Alto.","25–34 años.","Alto.","Femenino","Medellin "
"11/11/2025 14:03:48","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Recomendaciones de familiares o amigos.","No.","Mejor que la banca tradicional.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Medellin "
"11/11/2025 14:08:33","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Poco seguro(a)","Seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","45–54 años.","Bajo.","Femenino","Medellín "
"11/11/2025 14:21:42","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Seguro(a).","Recomendaciones de familiares o amigos.","No.","No lo sé / No tengo suficiente información.","Nada probable.","Alto.","45–54 años.","Alto.","Femenino","Medellín "
"11/11/2025 14:27:18","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Poco probable.","Alto.","35–44 años.","Alto.","Masculino","Medellín "
"11/11/2025 14:55:58","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Medellín "
"11/11/2025 15:12:49","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Nada seguro(a).","Seguro(a).","Poco seguro(a)","Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Medellin "
"11/11/2025 18:40:29","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Poco seguro(a)","Nada seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","45–54 años.","Bajo.","Femenino","Bello"
"11/11/2025 20:38:45","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","25–34 años.","Bajo.","Femenino","Medellin "
"11/11/2025 23:05:56","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Masculino","Medellín "
"11/13/2025 7:38:37","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Rionegro"
"11/13/2025 8:05:58","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Masculino","Medellin"
"11/13/2025 9:35:08","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Bajo","25–34 años.","Alto.","Femenino","La Unión Antioquia"
"11/13/2025 9:38:23","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Poco seguro(a)","Seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Nada probable.","Alto.","25–34 años.","Alto.","Femenino","La ceja"
"11/13/2025 13:50:06","Acepto participar de forma voluntaria y anónima.","No lo conozco.","No lo conozco.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Mejor que la banca tradicional.","Probable.","Bajo","35–44 años.","Bajo.","Femenino","Medellín"
"11/13/2025 13:52:29","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Muy seguro(a).","Muy seguro(a).","Muy seguro(a).","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","Sí.","Igual que la banca tradicional.","Muy probable.","Muy alto.","25–34 años.","Alto.","Masculino","Medellin"
"11/13/2025 14:54:05","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Muy seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Probable.","Alto.","35–44 años.","Alto.","Femenino","Medellin"
"11/13/2025 15:06:09","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Seguro(a).","Muy seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Muy probable.","Alto.","25–34 años.","Alto.","Masculino","La Ceja Ant"
"11/13/2025 15:18:56","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Mejor que la banca tradicional.","Muy probable.","Alto.","25–34 años.","Alto.","Femenino","Medellín "
"11/13/2025 15:20:06","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Poco seguro(a)","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Nada probable.","Alto.","25–34 años.","Alto.","Femenino","Medellin"
"11/13/2025 15:20:50","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","No lo conozco.","No lo conozco.","Seguro(a).","Poco seguro(a)","Seguro(a).","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","Sí.","No lo sé / No tengo suficiente información.","Poco probable.","Alto.","25–34 años.","Alto.","Femenino","Envigado "
"11/13/2025 15:21:11","Acepto participar de forma voluntaria y anónima.","No lo conozco.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Poco seguro(a)","Reputación o respaldo de la empresa.","No.","Mejor que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Medellín "
"11/13/2025 15:21:15","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","35–44 años.","Bajo.","Masculino","Medellín "
"11/13/2025 15:23:03","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Experiencias previas de fraude o estafa., Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","35–44 años.","Bajo.","Femenino","Medellín "
"11/13/2025 15:23:24","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","Sí.","Igual que la banca tradicional.","Muy probable.","Alto.","18–24 años.","Alto.","Femenino","Itaguí"
"11/13/2025 15:23:27","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo usé antes, pero ya no.","Seguro(a).","Muy seguro(a).","Muy seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Muy probable.","Bajo","18–24 años.","Alto.","Femenino","San Antonio de prado"
"11/13/2025 15:23:38","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Muy probable.","Bajo","35–44 años.","Bajo.","Masculino","Envigado "
"11/13/2025 15:24:21","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Nada seguro(a).","Experiencias previas de fraude o estafa.","No.","Peor que la banca tradicional.","Poco probable.","Alto.","25–34 años.","Bajo.","Femenino","Medellin"
"11/13/2025 15:24:31","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Bajo.","Masculino","Medellin"
"11/13/2025 15:25:48","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo usé antes, pero ya no.","Muy seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Muy probable.","Alto.","18–24 años.","Alto.","Femenino","San Antonio de prado "
"11/13/2025 15:25:54","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Bajo.","Femenino","Medellín "
"11/13/2025 15:26:39","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Educación financiera o conocimiento del servicio.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Bajo.","Femenino","Medellin"
"11/13/2025 15:26:52","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","No lo conozco.","Lo usé antes, pero ya no.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","No lo sé / No tengo suficiente información.","Muy probable.","Alto.","25–34 años.","Alto.","Femenino","Sabaneta "
"11/13/2025 15:27:56","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","No lo conozco.","Seguro(a).","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","No.","Igual que la banca tradicional.","Probable.","Muy alto.","25–34 años.","Muy bajo.","Femenino","Medellin"
"11/13/2025 15:29:02","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Poco seguro(a)","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Muy alto.","18–24 años.","Alto.","Masculino","Aguachica"
"11/13/2025 15:30:39","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Poco seguro(a)","Nada seguro(a).","Experiencias previas de fraude o estafa., Reputación o respaldo de la empresa.","No.","Igual que la banca tradicional.","Nada probable.","Bajo","25–34 años.","Alto.","Masculino","Medellín"
"11/13/2025 15:31:13","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo usé antes, pero ya no.","Lo uso actualmente.","Poco seguro(a)","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Nada probable.","Bajo","18–24 años.","Bajo.","Masculino","Medellin "
"11/13/2025 15:41:09","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa.","No.","Igual que la banca tradicional.","Muy probable.","Alto.","45–54 años.","Alto.","Masculino","Medellin"
"11/13/2025 15:59:38","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Poco seguro(a)","Educación financiera o conocimiento del servicio., Recomendaciones de familiares o amigos.","No.","Peor que la banca tradicional.","Muy probable.","Alto.","25–34 años.","Alto.","Masculino","Bello"
"11/13/2025 16:29:12","Acepto participar de forma voluntaria y anónima.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Reputación o respaldo de la empresa.","No.","No lo sé / No tengo suficiente información.","Poco probable.","Bajo","25–34 años.","Bajo.","Masculino","Bello"
"11/13/2025 17:27:15","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa., Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Muy probable.","Alto.","25–34 años.","Bajo.","Masculino","Bello"
"11/14/2025 10:14:08","Acepto participar de forma voluntaria y anónima.","No lo conozco.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Bajo","35–44 años.","Bajo.","Masculino","Apartadó "
"11/14/2025 10:16:56","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Poco seguro(a)","Poco seguro(a)","Poco seguro(a)","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","Sí.","No lo sé / No tengo suficiente información.","Probable.","Bajo","35–44 años.","Bajo.","Femenino","Apartadó"
"11/14/2025 10:38:01","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Muy seguro(a).","Poco seguro(a)","Experiencias previas de fraude o estafa.","No.","Peor que la banca tradicional.","Probable.","Bajo","35–44 años.","Bajo.","Masculino","Apartadó "
"11/14/2025 10:39:02","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa.","No.","Igual que la banca tradicional.","Probable.","Bajo","18–24 años.","Bajo.","Otro","Apartadó "
"11/14/2025 10:40:51","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","No lo sé / No tengo suficiente información.","Muy probable.","Bajo","18–24 años.","Bajo.","Masculino","Apartado "
"11/14/2025 10:48:21","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Poco seguro(a)","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","No.","Peor que la banca tradicional.","Probable.","Bajo","35–44 años.","Bajo.","Masculino","Apartadó "
"11/14/2025 10:48:25","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","Lo uso actualmente.","Seguro(a).","Poco seguro(a)","Seguro(a).","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Alto.","25–34 años.","Alto.","Femenino","Apartadó"
"11/14/2025 10:49:17","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo usé antes, pero ya no.","No lo conozco.","Lo usé antes, pero ya no.","Seguro(a).","Seguro(a).","Seguro(a).","Reputación o respaldo de la empresa.","No.","No lo sé / No tengo suficiente información.","Probable.","Bajo","35–44 años.","Bajo.","Femenino","Apartado "
"11/14/2025 10:49:31","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Muy probable.","Alto.","35–44 años.","Alto.","Femenino","Apartadó "
"11/14/2025 10:49:50","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Seguro(a).","Muy seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","No.","Mejor que la banca tradicional.","Muy probable.","Muy alto.","25–34 años.","Alto.","Masculino","Apartado "
"11/14/2025 10:50:03","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Seguro(a).","Seguro(a).","Seguro(a).","Experiencias previas de fraude o estafa., Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Bajo","25–34 años.","Alto.","Masculino","APARTADÓ "
"11/14/2025 10:51:06","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Poco seguro(a)","Seguro(a).","Poco seguro(a)","Facilidad de uso y claridad en la aplicación., Educación financiera o conocimiento del servicio.","Sí.","Peor que la banca tradicional.","Probable.","Alto.","18–24 años.","Alto.","Femenino","Apartado "
"11/14/2025 10:51:46","Acepto participar de forma voluntaria y anónima.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Lo uso actualmente.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Alto.","35–44 años.","Alto.","Femenino","Medellin"
"11/14/2025 10:52:10","Acepto participar de forma voluntaria y anónima.","Lo uso actualmente.","Lo usé antes, pero ya no.","Lo conozco, pero nunca lo he usado.","Lo conozco, pero nunca lo he usado.","Seguro(a).","Seguro(a).","Seguro(a).","Facilidad de uso y claridad en la aplicación.","No.","Igual que la banca tradicional.","Probable.","Bajo","35–44 años.","Bajo.","Femenino","Apartado"
